9.992589911167361061e-01,9.957938920947790873e-01,9.940418345975682302e-01,9.923163625359601170e-01,9.889969288396718294e-01,9.887224850919534846e-01,9.873092089036509256e-01,9.858071310051810254e-01,9.844227002924454961e-01,9.841751564519530815e-01,9.837412043036577458e-01,9.823273571670935178e-01,9.819055456499832246e-01,9.815577054596845707e-01,9.812141913495101564e-01,9.808231944064560448e-01,9.806819267719993904e-01,9.991374158074773915e-01,9.982949341062933302e-01,9.981478100214657978e-01,9.980233250545070822e-01,9.948986876529799517e-01,9.933128463571985201e-01,9.925212044566439351e-01,9.886184298032877349e-01,9.881264921956095515e-01,9.866686562325766019e-01,9.856649342675459780e-01,9.850581498759634069e-01,9.842223720500340445e-01,9.840573945050176130e-01,9.840229921380313494e-01
9.992335447822049410e-01,9.956492407686226009e-01,9.938365839868568141e-01,9.920514282627088676e-01,9.886151777508970229e-01,9.883300661501541740e-01,9.868686115419540439e-01,9.853147039412132324e-01,9.838825197133105327e-01,9.836265249204905192e-01,9.831777583997299841e-01,9.817150711161822807e-01,9.812785008402007403e-01,9.809186926720435684e-01,9.805633725460769501e-01,9.801587358371105507e-01,9.800125961730541402e-01,9.991078331974255766e-01,9.982367306628323611e-01,9.980845745476065733e-01,9.979558136007214975e-01,9.947235485094166885e-01,9.930835882843153106e-01,9.922649463496572286e-01,9.882234967932294056e-01,9.877143992061380162e-01,9.862039755039940792e-01,9.851639963932101729e-01,9.845359383770252437e-01,9.836711701802394181e-01,9.835004341290299879e-01,9.834647917988077470e-01
9.992080673454351025e-01,9.955044024931702928e-01,9.936310533937645628e-01,9.917861223062217624e-01,9.882328615798721128e-01,9.879370540340687290e-01,9.864273580583705625e-01,9.848215427388794518e-01,9.833415349726475352e-01,9.830770775265836869e-01,9.826134758879729869e-01,9.811018763634836715e-01,9.806505255307627067e-01,9.802787322075618981e-01,9.799115892166156971e-01,9.794932930711186536e-01,9.793422745414248620e-01,9.990782187210983656e-01,9.981784902441032115e-01,9.980213013283352197e-01,9.978882637676823597e-01,9.945482037941630882e-01,9.928540934233864856e-01,9.920084365780383884e-01,9.878279807837168081e-01,9.873016995927431649e-01,9.857386096738753878e-01,9.846623252550757988e-01,9.840129680411716651e-01,9.831191741792183469e-01,9.829426728589630846e-01,9.829057891187674700e-01
9.991762343781035449e-01,9.953221358963887377e-01,9.933700354069187055e-01,9.914473551048224031e-01,9.877081293182256028e-01,9.873796673287399406e-01,9.858167408219662420e-01,9.841446770756600015e-01,9.826033443659200062e-01,9.823294851768015201e-01,9.818494751052011527e-01,9.802738404770291458e-01,9.797995787058096928e-01,9.794128425395969284e-01,9.790311778827518463e-01,9.785923163840640759e-01,9.784349470284365857e-01,9.990406788376330338e-01,9.981021922556060355e-01,9.979375073797360773e-01,9.977977504163738631e-01,9.943269877879632457e-01,9.925610453628328500e-01,9.916796122809262704e-01,9.872836494797049278e-01,9.867314197059831038e-01,9.850581655469348163e-01,9.839030934726271660e-01,9.832182795044022150e-01,9.822820436728478821e-01,9.820963599968686175e-01,9.820567645951561175e-01
9.991443661414594057e-01,9.951396480774092890e-01,9.931086781090548987e-01,9.911081278611345580e-01,9.871826372272444194e-01,9.868214646090999187e-01,9.852052211877577736e-01,9.834667920994107915e-01,9.818640251457897428e-01,9.815807474819894241e-01,9.810842994425350572e-01,9.794445111514926694e-01,9.789472957354429239e-01,9.785455885839915435e-01,9.781493748172718217e-01,9.776899088829846818e-01,9.775261766633290827e-01,9.990031027534524988e-01,9.980258510564530283e-01,9.978536688589161319e-01,9.977071912440503842e-01,9.941055257559727742e-01,9.922677046441299442e-01,9.913504711309371054e-01,9.867385266897579221e-01,9.861603057224050950e-01,9.843767035681779687e-01,9.831427113357842362e-01,9.824223801195618444e-01,9.814436274362123847e-01,9.812487452593690040e-01,9.812064334437127222e-01
9.990600077900486653e-01,9.946561049453039871e-01,9.924153369579873374e-01,9.902075735437183557e-01,9.857766205661971926e-01,9.853229687763020994e-01,9.835675845273859075e-01,9.816528629591554367e-01,9.798868103419843267e-01,9.795789247043321657e-01,9.790395518419787724e-01,9.772288422056099044e-01,9.766694469357263264e-01,9.762280656261594913e-01,9.757933612180245131e-01,9.752782225569841534e-01,9.750975468140391511e-01,9.989034987219875816e-01,9.978229001220596528e-01,9.976305413247245069e-01,9.974658890785192966e-01,9.935186506461533007e-01,9.914894600402578417e-01,9.904769231270716956e-01,9.852795598509628272e-01,9.846311191758031489e-01,9.825417527127957573e-01,9.810885607771895334e-01,9.802714431265774353e-01,9.791781471444487295e-01,9.789582899661130044e-01,9.789084292473063664e-01
9.989753963769084644e-01,9.941709735424610894e-01,9.917195551434767609e-01,9.893037072203142435e-01,9.843651017865171493e-01,9.838185553726733756e-01,9.819234222979696947e-01,9.798315749135216857e-01,9.779014554939433612e-01,9.775688438746927833e-01,9.769863380202907788e-01,9.750038564200007585e-01,9.743819696070740166e-01,9.739007127001559905e-01,9.734273214088945414e-01,9.728562246812884062e-01,9.726585186537931582e-01,9.988036351816359515e-01,9.976196407029879198e-01,9.974070955928868720e-01,9.972242597288594190e-01,9.929300137685262984e-01,9.907091246376815707e-01,9.896011127385304640e-01,9.838148557828155782e-01,9.830958787067928251e-01,9.806993577766951464e-01,9.790259612590185290e-01,9.781116068246371587e-01,9.769032169346975047e-01,9.766582649210971967e-01,9.766008191891436541e-01
9.989474412332292053e-01,9.940110858755739631e-01,9.914909872323155460e-01,9.890073479838938919e-01,9.839140563696640029e-01,9.833431779007646423e-01,9.813994784722939180e-01,9.792494847326586038e-01,9.772656006834262721e-01,9.769244181412491956e-01,9.763269324768106827e-01,9.742885801513765376e-01,9.736474929506314657e-01,9.731530296131545299e-01,9.726667525571094375e-01,9.720783029872476222e-01,9.718750463149620211e-01,9.987708279041733750e-01,9.975537233724733888e-01,9.973349204032984083e-01,9.971465427548242833e-01,9.927362322510325798e-01,9.904534420814194995e-01,9.893145816006253535e-01,9.833472601247362777e-01,9.826064513820912394e-01,9.801231153601651647e-01,9.783880197050576211e-01,9.774444514020550479e-01,9.762000493952334157e-01,9.759474563007530801e-01,9.758878882807914268e-01
9.989194580698285142e-01,9.938510234053444803e-01,9.912621523130833445e-01,9.887106277740285165e-01,9.834624246656608060e-01,9.828671735361869111e-01,9.808748380666106881e-01,9.786666059635148462e-01,9.766288719033915378e-01,9.762791049963452927e-01,9.756666157510449633e-01,9.735723009368268954e-01,9.729119816344254934e-01,9.724042899823055475e-01,9.719051057729134468e-01,9.712992743619828229e-01,9.710904578380407104e-01,9.987379918630339137e-01,9.974877718265743320e-01,9.972627099968657260e-01,9.970687896664193195e-01,9.925422562736748722e-01,9.901975289943223402e-01,9.890278015007146761e-01,9.828790553131276919e-01,9.821163842030585789e-01,9.795461073190155910e-01,9.777492231485496177e-01,9.767763983334564193e-01,9.754959297955069220e-01,9.752356841716636193e-01,9.751739906951008008e-01
9.989301878522111044e-01,9.939130226660605194e-01,9.913519329759749033e-01,9.888279195909874808e-01,9.836583473274952416e-01,9.830817567791135803e-01,9.811046507329840294e-01,9.789194041066769936e-01,9.769030664905513639e-01,9.765560218366061696e-01,9.759482518649550409e-01,9.738768008476563764e-01,9.732260084915071996e-01,9.727233723493192707e-01,9.722290148964979339e-01,9.716315452769123118e-01,9.714249843721270983e-01,9.987508424514058847e-01,9.975147688285372904e-01,9.972926903755700012e-01,9.971015597415988641e-01,9.926176597630520515e-01,9.902986977252504763e-01,9.891417853301477381e-01,9.830828483292711750e-01,9.823307436659453051e-01,9.798153413532184608e-01,9.780583828236136812e-01,9.771010783630381669e-01,9.758374494910255770e-01,9.755811018287650072e-01,9.755207874196289985e-01
